Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1434,0.6202,0.0671,0.0703,0.0539,0.0094,0.1030,0.0117,0.0519,0.0029,0.0096
1435,0.3013,0.0162,0.0169,0.0268,0.2797,0.1727,0.0531,0.0268,0.0439,0.0625
1436,0.7001,0.0076,0.0146,0.0010,0.0682,0.0136,0.0180,0.1663,0.0012,0.0092
1437,0.0665,0.9154,0.0112,0.0040,0.0004,0.0011,0.0010,0.0001,0.0002,0.0002
1438,0.9674,0.0089,0.0009,0.0008,0.0144,0.0024,0.0016,0.0031,0.0001,0.0004
1439,0.0552,0.0422,0.6379,0.0066,0.0154,0.1050,0.0112,0.0010,0.1225,0.0029
1440,0.0759,0.9117,0.0040,0.0049,0.0005,0.0013,0.0014,0.0001,0.0002,0.0001
1441,0.9923,0.0028,0.0001,0.0004,0.0015,0.0002,0.0016,0.0007,0.0000,0.0004
1442,0.6856,0.0034,0.0007,0.0064,0.0081,0.0047,0.0098,0.2711,0.0001,0.0101
1443,0.9875,0.0087,0.0002,0.0005,0.0011,0.0002,0.0013,0.0002,0.0000,0.0002
1444,0.7419,0.0379,0.0009,0.1557,0.0179,0.0030,0.0308,0.0041,0.0001,0.0076
1445,0.9851,0.0119,0.0001,0.0005,0.0009,0.0001,0.0010,0.0001,0.0000,0.0002
1446,0.1381,0.8422,0.0023,0.0123,0.0009,0.0007,0.0031,0.0001,0.0001,0.0002
1447,0.0862,0.5006,0.2422,0.0062,0.0081,0.0879,0.0117,0.0006,0.0551,0.0016
1448,0.7788,0.1714,0.0022,0.0235,0.0080,0.0022,0.0118,0.0009,0.0001,0.0011
1449,0.9619,0.0307,0.0006,0.0016,0.0023,0.0004,0.0020,0.0003,0.0000,0.0003
1450,0.9866,0.0096,0.0002,0.0007,0.0012,0.0002,0.0011,0.0002,0.0000,0.0002
1451,0.5275,0.0404,0.0011,0.3439,0.0108,0.0071,0.0314,0.0232,0.0003,0.0142
1452,0.6021,0.0168,0.0010,0.1869,0.0300,0.0101,0.0761,0.0335,0.0006,0.0429
1453,0.9930,0.0039,0.0001,0.0003,0.0013,0.0001,0.0009,0.0003,0.0000,0.0002
1454,0.9959,0.0006,0.0001,0.0001,0.0017,0.0001,0.0007,0.0006,0.0000,0.0002
1455,0.9922,0.0039,0.0001,0.0004,0.0012,0.0002,0.0015,0.0003,0.0000,0.0002
1456,0.8497,0.0167,0.0007,0.0759,0.0095,0.0025,0.0287,0.0082,0.0002,0.0079
1457,0.9932,0.0029,0.0002,0.0001,0.0022,0.0003,0.0006,0.0003,0.0000,0.0001
1458,0.5658,0.0012,0.0017,0.0007,0.0122,0.0032,0.0042,0.4041,0.0001,0.0067
1459,0.0639,0.0277,0.0083,0.0179,0.0968,0.6907,0.0300,0.0039,0.0526,0.0083
1460,0.9917,0.0023,0.0001,0.0002,0.0034,0.0003,0.0010,0.0007,0.0000,0.0002
1461,0.9572,0.0242,0.0004,0.0093,0.0020,0.0005,0.0048,0.0007,0.0000,0.0009
1462,0.9204,0.0379,0.0004,0.0034,0.0182,0.0037,0.0118,0.0016,0.0003,0.0023
1463,0.6376,0.3474,0.0013,0.0050,0.0033,0.0007,0.0042,0.0002,0.0000,0.0004
1464,0.8549,0.0801,0.0013,0.0385,0.0055,0.0016,0.0141,0.0016,0.0001,0.0023
1465,0.8463,0.0559,0.0137,0.0064,0.0538,0.0065,0.0106,0.0044,0.0003,0.0021
1466,0.0765,0.0517,0.6614,0.0025,0.0081,0.0285,0.0071,0.0019,0.1597,0.0026
1467,0.9447,0.0332,0.0004,0.0094,0.0040,0.0006,0.0055,0.0013,0.0000,0.0009
1468,0.4372,0.0178,0.0007,0.4388,0.0106,0.0131,0.0209,0.0426,0.0003,0.0182
1469,0.1095,0.0297,0.0010,0.7895,0.0122,0.0146,0.0156,0.0028,0.0025,0.0226
1470,0.4605,0.0045,0.0049,0.0053,0.0569,0.0302,0.0386,0.3628,0.0017,0.0346
1471,0.4047,0.0708,0.0035,0.3932,0.0398,0.0197,0.0371,0.0060,0.0019,0.0233
1472,0.4092,0.0098,0.2630,0.0013,0.0712,0.1466,0.0176,0.0626,0.0114,0.0072
1473,0.9558,0.0232,0.0002,0.0065,0.0063,0.0008,0.0057,0.0006,0.0000,0.0009
1474,0.9848,0.0025,0.0001,0.0004,0.0051,0.0006,0.0033,0.0022,0.0001,0.0009
1475,0.6264,0.1667,0.0023,0.1519,0.0216,0.0043,0.0215,0.0011,0.0003,0.0040
1476,0.0847,0.0085,0.8708,0.0010,0.0047,0.0107,0.0043,0.0022,0.0123,0.0008
1477,0.2582,0.0608,0.0008,0.6321,0.0101,0.0096,0.0144,0.0018,0.0009,0.0113
1478,0.8886,0.0993,0.0016,0.0029,0.0031,0.0005,0.0032,0.0003,0.0000,0.0004
1479,0.3615,0.0810,0.0005,0.5324,0.0036,0.0032,0.0115,0.0016,0.0002,0.0044
1480,0.9283,0.0044,0.0005,0.0016,0.0238,0.0025,0.0148,0.0186,0.0002,0.0052
1481,0.2801,0.0344,0.0746,0.0110,0.0803,0.4492,0.0186,0.0054,0.0334,0.0130
1482,0.0941,0.0053,0.8702,0.0010,0.0035,0.0112,0.0031,0.0018,0.0091,0.0007
1483,0.8434,0.0632,0.0010,0.0532,0.0111,0.0034,0.0184,0.0020,0.0003,0.0040
1484,0.1836,0.0793,0.5725,0.0369,0.0195,0.0214,0.0142,0.0190,0.0330,0.0208
1485,0.9955,0.0023,0.0001,0.0001,0.0008,0.0001,0.0006,0.0002,0.0000,0.0001
1486,0.3116,0.0720,0.0008,0.5837,0.0059,0.0064,0.0115,0.0013,0.0005,0.0063
1487,0.9831,0.0049,0.0002,0.0006,0.0059,0.0006,0.0025,0.0017,0.0000,0.0005
1488,0.3604,0.1004,0.0131,0.0817,0.0693,0.2985,0.0297,0.0026,0.0263,0.0180
1489,0.9965,0.0014,0.0001,0.0001,0.0010,0.0001,0.0005,0.0003,0.0000,0.0001
1490,0.4586,0.0184,0.0013,0.1902,0.0435,0.0672,0.0610,0.1181,0.0007,0.0409
1491,0.6284,0.3500,0.0020,0.0119,0.0027,0.0007,0.0036,0.0002,0.0001,0.0004
1492,0.5112,0.0067,0.0047,0.0048,0.0111,0.0065,0.0056,0.4406,0.0003,0.0085
1493,0.1769,0.0082,0.0135,0.0088,0.3338,0.3357,0.0364,0.0321,0.0244,0.0301
1494,0.1516,0.0203,0.0051,0.0395,0.3042,0.3385,0.0535,0.0187,0.0224,0.0462
1495,0.9559,0.0287,0.0004,0.0038,0.0044,0.0012,0.0035,0.0013,0.0001,0.0007
1496,0.5469,0.4397,0.0006,0.0049,0.0021,0.0005,0.0048,0.0001,0.0000,0.0003
1497,0.6892,0.0646,0.0008,0.2169,0.0042,0.0017,0.0123,0.0058,0.0001,0.0045
1498,0.1276,0.8031,0.0044,0.0437,0.0055,0.0049,0.0086,0.0005,0.0007,0.0010
1499,0.9908,0.0034,0.0005,0.0003,0.0020,0.0008,0.0014,0.0006,0.0000,0.0003
1500,0.3793,0.5362,0.0033,0.0610,0.0057,0.0054,0.0073,0.0003,0.0004,0.0012
1501,0.1058,0.0529,0.0868,0.0114,0.0374,0.3129,0.0203,0.0016,0.3637,0.0073
1502,0.9967,0.0009,0.0001,0.0001,0.0010,0.0001,0.0006,0.0004,0.0000,0.0001
1503,0.5179,0.0050,0.0172,0.0020,0.0966,0.0283,0.0267,0.2811,0.0045,0.0206
1504,0.1579,0.0251,0.0014,0.7128,0.0164,0.0311,0.0174,0.0048,0.0027,0.0303
1505,0.9942,0.0029,0.0001,0.0003,0.0009,0.0002,0.0009,0.0003,0.0000,0.0002
1506,0.9906,0.0016,0.0002,0.0003,0.0025,0.0004,0.0017,0.0020,0.0000,0.0005
1507,0.9700,0.0178,0.0006,0.0025,0.0023,0.0005,0.0042,0.0012,0.0000,0.0009
1508,0.9969,0.0011,0.0001,0.0001,0.0009,0.0001,0.0005,0.0003,0.0000,0.0001
1509,0.8922,0.0295,0.0010,0.0286,0.0160,0.0029,0.0194,0.0059,0.0002,0.0044
1510,0.4630,0.0125,0.0056,0.0774,0.0792,0.0717,0.0745,0.1093,0.0072,0.0995
1511,0.8549,0.0346,0.0026,0.0025,0.0607,0.0172,0.0172,0.0086,0.0002,0.0015
1512,0.7795,0.1695,0.0036,0.0204,0.0101,0.0032,0.0105,0.0015,0.0002,0.0016
1513,0.9953,0.0011,0.0001,0.0001,0.0015,0.0001,0.0009,0.0006,0.0000,0.0002
1514,0.7363,0.0226,0.0043,0.0220,0.0816,0.0855,0.0189,0.0144,0.0021,0.0124
1515,0.9838,0.0040,0.0009,0.0006,0.0051,0.0009,0.0016,0.0022,0.0002,0.0007
1516,0.3054,0.0114,0.0019,0.4888,0.0150,0.0222,0.0277,0.0487,0.0027,0.0762
1517,0.1484,0.4784,0.0051,0.3247,0.0157,0.0067,0.0173,0.0005,0.0005,0.0026
1518,0.7949,0.0668,0.0004,0.1129,0.0036,0.0016,0.0142,0.0026,0.0001,0.0029
1519,0.9933,0.0023,0.0002,0.0003,0.0014,0.0002,0.0013,0.0006,0.0000,0.0004
1520,0.2937,0.0077,0.0016,0.1467,0.1610,0.0791,0.0768,0.0963,0.0050,0.1323
1521,0.9630,0.0025,0.0004,0.0006,0.0117,0.0014,0.0056,0.0131,0.0001,0.0017
1522,0.5674,0.0024,0.0026,0.0017,0.0173,0.0065,0.0137,0.3766,0.0002,0.0118
1523,0.8887,0.0131,0.0015,0.0062,0.0173,0.0038,0.0220,0.0401,0.0002,0.0071
1524,0.2287,0.5750,0.1565,0.0090,0.0056,0.0169,0.0046,0.0006,0.0025,0.0006
1525,0.0932,0.0626,0.0118,0.1046,0.1033,0.4685,0.0275,0.0040,0.1024,0.0220
1526,0.6039,0.0061,0.0028,0.0094,0.0211,0.0098,0.0308,0.2895,0.0005,0.0262
1527,0.9923,0.0029,0.0001,0.0004,0.0017,0.0003,0.0014,0.0004,0.0000,0.0004
1528,0.5947,0.2216,0.0016,0.1420,0.0127,0.0023,0.0211,0.0010,0.0001,0.0029
1529,0.6143,0.0128,0.0061,0.0210,0.0537,0.0652,0.0418,0.1457,0.0025,0.0369
1530,0.7019,0.0072,0.0024,0.0053,0.0340,0.0149,0.0203,0.2031,0.0003,0.0107
1531,0.3872,0.0119,0.0016,0.1105,0.1500,0.0966,0.0939,0.0533,0.0039,0.0909
1532,0.9956,0.0016,0.0001,0.0001,0.0012,0.0001,0.0008,0.0004,0.0000,0.0002
1533,0.6500,0.0099,0.0009,0.0300,0.0233,0.0094,0.0562,0.1932,0.0002,0.0268
1534,0.6847,0.2937,0.0041,0.0070,0.0041,0.0011,0.0041,0.0005,0.0001,0.0005
1535,0.9518,0.0037,0.0004,0.0014,0.0169,0.0037,0.0067,0.0123,0.0005,0.0026
1536,0.2195,0.0708,0.0075,0.3992,0.0808,0.0908,0.0418,0.0060,0.0269,0.0566
1537,0.7588,0.0281,0.0020,0.0701,0.0413,0.0300,0.0389,0.0151,0.0011,0.0145
1538,0.9642,0.0049,0.0005,0.0010,0.0173,0.0036,0.0047,0.0020,0.0004,0.0015
1539,0.8766,0.0528,0.0038,0.0267,0.0116,0.0037,0.0160,0.0040,0.0003,0.0044
1540,0.4408,0.0487,0.0033,0.4488,0.0106,0.0145,0.0141,0.0059,0.0008,0.0125
1541,0.9949,0.0007,0.0001,0.0001,0.0025,0.0001,0.0006,0.0007,0.0000,0.0002
1542,0.9859,0.0039,0.0001,0.0007,0.0037,0.0005,0.0034,0.0012,0.0000,0.0006
1543,0.9676,0.0207,0.0002,0.0026,0.0031,0.0005,0.0044,0.0004,0.0000,0.0005
1544,0.5609,0.0158,0.0007,0.2252,0.0371,0.0132,0.0700,0.0245,0.0013,0.0513
1545,0.6974,0.0229,0.0012,0.0124,0.1011,0.0117,0.0914,0.0420,0.0005,0.0194
1546,0.8592,0.0252,0.0021,0.0246,0.0251,0.0070,0.0308,0.0189,0.0002,0.0069
1547,0.9914,0.0016,0.0005,0.0002,0.0028,0.0003,0.0012,0.0017,0.0000,0.0004
1548,0.9969,0.0009,0.0001,0.0001,0.0011,0.0001,0.0004,0.0003,0.0000,0.0001
1549,0.9975,0.0007,0.0001,0.0000,0.0009,0.0001,0.0003,0.0003,0.0000,0.0001
1550,0.9885,0.0060,0.0011,0.0003,0.0016,0.0004,0.0012,0.0006,0.0000,0.0003
1551,0.9591,0.0111,0.0006,0.0031,0.0093,0.0019,0.0086,0.0047,0.0001,0.0015
1552,0.8407,0.1448,0.0006,0.0069,0.0019,0.0005,0.0038,0.0002,0.0000,0.0005
1553,0.8716,0.1103,0.0007,0.0068,0.0025,0.0006,0.0063,0.0005,0.0000,0.0007
1554,0.5531,0.0041,0.0007,0.0135,0.1239,0.0210,0.0197,0.2418,0.0005,0.0216
1555,0.5015,0.1427,0.3007,0.0043,0.0099,0.0184,0.0057,0.0049,0.0095,0.0024
1556,0.4292,0.0364,0.0020,0.2522,0.0708,0.1148,0.0422,0.0186,0.0016,0.0321
1557,0.9898,0.0046,0.0004,0.0002,0.0020,0.0004,0.0015,0.0007,0.0000,0.0003
1558,0.6813,0.0081,0.0013,0.0401,0.0311,0.0083,0.0429,0.1586,0.0003,0.0280
1559,0.9959,0.0015,0.0001,0.0001,0.0010,0.0001,0.0008,0.0003,0.0000,0.0002
1560,0.3197,0.0110,0.0022,0.1391,0.1191,0.0965,0.0908,0.0947,0.0056,0.1213
1561,0.8573,0.0105,0.0011,0.0116,0.0395,0.0063,0.0219,0.0457,0.0002,0.0060
1562,0.9497,0.0396,0.0002,0.0046,0.0011,0.0003,0.0036,0.0003,0.0000,0.0005
1563,0.8163,0.0397,0.0013,0.0128,0.0475,0.0157,0.0453,0.0157,0.0002,0.0055
1564,0.7428,0.0644,0.0321,0.0089,0.0496,0.0731,0.0126,0.0032,0.0071,0.0061
1565,0.8824,0.0683,0.0167,0.0015,0.0175,0.0045,0.0042,0.0037,0.0002,0.0009
1566,0.6607,0.0670,0.0066,0.0683,0.0422,0.0871,0.0356,0.0180,0.0016,0.0131
1567,0.9028,0.0779,0.0048,0.0025,0.0073,0.0017,0.0022,0.0003,0.0001,0.0004
1568,0.0370,0.0086,0.8970,0.0010,0.0054,0.0187,0.0039,0.0014,0.0260,0.0010
1569,0.4851,0.0121,0.0090,0.0104,0.1266,0.1452,0.0431,0.1284,0.0035,0.0365
1570,0.1327,0.8524,0.0033,0.0083,0.0007,0.0005,0.0018,0.0001,0.0001,0.0002
1571,0.2532,0.3894,0.0059,0.3086,0.0149,0.0064,0.0172,0.0007,0.0005,0.0031
1572,0.3806,0.0474,0.2242,0.0075,0.0850,0.1319,0.0241,0.0138,0.0717,0.0138
1573,0.8664,0.0115,0.0013,0.0169,0.0283,0.0089,0.0276,0.0285,0.0006,0.0101
1574,0.6569,0.1046,0.0618,0.0134,0.0523,0.0688,0.0205,0.0046,0.0093,0.0077
1575,0.5325,0.0045,0.0016,0.0091,0.0354,0.0251,0.0318,0.3327,0.0005,0.0269
1576,0.9800,0.0109,0.0002,0.0010,0.0030,0.0006,0.0031,0.0005,0.0001,0.0005
1577,0.0333,0.0041,0.9253,0.0006,0.0105,0.0074,0.0033,0.0030,0.0118,0.0007
1578,0.4282,0.0965,0.0015,0.4366,0.0098,0.0041,0.0152,0.0017,0.0003,0.0061
1579,0.6248,0.0318,0.0008,0.2603,0.0094,0.0049,0.0333,0.0181,0.0002,0.0164
1580,0.9310,0.0086,0.0006,0.0020,0.0340,0.0058,0.0068,0.0094,0.0002,0.0017
1581,0.9861,0.0051,0.0002,0.0005,0.0039,0.0004,0.0024,0.0007,0.0000,0.0005
1582,0.7922,0.0092,0.0005,0.1020,0.0079,0.0028,0.0228,0.0456,0.0001,0.0167
1583,0.9125,0.0120,0.0051,0.0015,0.0200,0.0049,0.0119,0.0288,0.0003,0.0030
1584,0.3977,0.0156,0.0020,0.2093,0.0680,0.0827,0.0501,0.1130,0.0015,0.0602
1585,0.3911,0.0789,0.1492,0.0151,0.0978,0.1910,0.0225,0.0060,0.0353,0.0131
1586,0.6810,0.0336,0.1769,0.0022,0.0278,0.0367,0.0064,0.0284,0.0037,0.0032
1587,0.0655,0.0232,0.8879,0.0011,0.0025,0.0069,0.0029,0.0010,0.0085,0.0004
1588,0.1363,0.0171,0.0129,0.0526,0.1494,0.4333,0.0531,0.0324,0.0501,0.0628
1589,0.2808,0.0025,0.0103,0.0020,0.0754,0.0228,0.0235,0.5545,0.0015,0.0268
1590,0.3702,0.0919,0.0026,0.4476,0.0201,0.0108,0.0329,0.0061,0.0007,0.0171
1591,0.1921,0.0668,0.0373,0.0112,0.0498,0.5982,0.0161,0.0014,0.0232,0.0039
1592,0.9833,0.0098,0.0006,0.0009,0.0031,0.0006,0.0011,0.0004,0.0001,0.0003
1593,0.0348,0.0214,0.9057,0.0015,0.0035,0.0135,0.0033,0.0009,0.0146,0.0009
1594,0.9825,0.0054,0.0004,0.0011,0.0053,0.0011,0.0016,0.0019,0.0000,0.0006
1595,0.8845,0.0734,0.0052,0.0115,0.0132,0.0021,0.0062,0.0011,0.0004,0.0024
1596,0.9932,0.0024,0.0004,0.0001,0.0019,0.0003,0.0009,0.0006,0.0000,0.0002
1597,0.9833,0.0030,0.0007,0.0004,0.0054,0.0010,0.0029,0.0027,0.0000,0.0006
1598,0.9263,0.0544,0.0005,0.0128,0.0014,0.0004,0.0033,0.0003,0.0000,0.0006
1599,0.0445,0.0057,0.9181,0.0008,0.0055,0.0069,0.0036,0.0025,0.0118,0.0007
1600,0.9325,0.0297,0.0004,0.0070,0.0116,0.0026,0.0118,0.0028,0.0001,0.0015
1601,0.1120,0.0214,0.0191,0.0197,0.0971,0.5858,0.0282,0.0049,0.0974,0.0145
1602,0.3843,0.0672,0.0053,0.2580,0.0682,0.1135,0.0561,0.0142,0.0044,0.0288
1603,0.9917,0.0043,0.0002,0.0004,0.0017,0.0002,0.0010,0.0003,0.0000,0.0002
1604,0.0171,0.0165,0.7888,0.0020,0.0128,0.0370,0.0066,0.0014,0.1160,0.0018
1605,0.9933,0.0007,0.0001,0.0002,0.0025,0.0002,0.0012,0.0016,0.0000,0.0004
1606,0.4328,0.0745,0.0023,0.2996,0.0501,0.0604,0.0484,0.0092,0.0014,0.0214
1607,0.3306,0.0032,0.0473,0.0020,0.0154,0.0197,0.0076,0.5599,0.0017,0.0125
1608,0.1506,0.1042,0.0014,0.6975,0.0106,0.0127,0.0101,0.0008,0.0020,0.0102
1609,0.9894,0.0074,0.0001,0.0005,0.0011,0.0002,0.0009,0.0002,0.0000,0.0002
1610,0.7368,0.0110,0.0024,0.0083,0.0372,0.0077,0.0601,0.1163,0.0002,0.0199
1611,0.3781,0.0218,0.0058,0.0559,0.0751,0.2836,0.0384,0.0999,0.0040,0.0374
1612,0.8793,0.0204,0.0009,0.0377,0.0182,0.0030,0.0242,0.0105,0.0001,0.0057
1613,0.4783,0.2313,0.0028,0.2157,0.0172,0.0107,0.0370,0.0020,0.0005,0.0046
1614,0.4945,0.0140,0.0029,0.1255,0.1037,0.0813,0.0649,0.0336,0.0052,0.0743
1615,0.3816,0.0112,0.0047,0.0399,0.1695,0.1078,0.0663,0.1062,0.0084,0.1044
1616,0.4205,0.0255,0.0088,0.0256,0.0806,0.3208,0.0544,0.0335,0.0046,0.0258
1617,0.8034,0.1265,0.0017,0.0301,0.0157,0.0044,0.0135,0.0011,0.0006,0.0030
1618,0.1368,0.8317,0.0183,0.0046,0.0014,0.0032,0.0028,0.0003,0.0006,0.0003
1619,0.9743,0.0089,0.0005,0.0046,0.0046,0.0010,0.0034,0.0015,0.0001,0.0009
1620,0.3214,0.0155,0.0026,0.0386,0.2791,0.1939,0.0668,0.0235,0.0077,0.0510
1621,0.9834,0.0082,0.0005,0.0004,0.0032,0.0007,0.0021,0.0010,0.0001,0.0004
1622,0.2966,0.0036,0.0025,0.0101,0.1970,0.0366,0.0376,0.3619,0.0020,0.0522
1623,0.8327,0.1522,0.0030,0.0027,0.0036,0.0009,0.0038,0.0005,0.0001,0.0005
1624,0.6119,0.0253,0.0008,0.2804,0.0161,0.0073,0.0318,0.0100,0.0003,0.0161
1625,0.0729,0.8559,0.0140,0.0305,0.0036,0.0113,0.0075,0.0002,0.0033,0.0006
1626,0.9920,0.0019,0.0001,0.0004,0.0029,0.0003,0.0013,0.0009,0.0000,0.0003
1627,0.9841,0.0048,0.0001,0.0009,0.0032,0.0004,0.0042,0.0015,0.0000,0.0008
1628,0.9924,0.0027,0.0004,0.0001,0.0016,0.0007,0.0012,0.0006,0.0001,0.0002
1629,0.0817,0.0165,0.0152,0.0091,0.1385,0.6515,0.0248,0.0042,0.0509,0.0074
1630,0.9024,0.0126,0.0009,0.0074,0.0131,0.0041,0.0093,0.0467,0.0001,0.0033
1631,0.0305,0.0047,0.9305,0.0007,0.0041,0.0102,0.0023,0.0020,0.0146,0.0005
1632,0.4621,0.0252,0.0030,0.4432,0.0092,0.0134,0.0170,0.0090,0.0012,0.0168
1633,0.0707,0.0051,0.8950,0.0007,0.0039,0.0129,0.0033,0.0012,0.0070,0.0003
1634,0.1640,0.2547,0.0118,0.3212,0.0371,0.1546,0.0327,0.0027,0.0115,0.0096
1635,0.9619,0.0083,0.0006,0.0039,0.0059,0.0023,0.0084,0.0062,0.0001,0.0023
1636,0.3256,0.0812,0.0011,0.5576,0.0075,0.0044,0.0135,0.0016,0.0004,0.0073
1637,0.9913,0.0013,0.0001,0.0002,0.0030,0.0004,0.0019,0.0012,0.0000,0.0004
1638,0.8965,0.0074,0.0014,0.0037,0.0178,0.0034,0.0150,0.0493,0.0001,0.0055
1639,0.9838,0.0073,0.0003,0.0015,0.0024,0.0010,0.0024,0.0007,0.0001,0.0005
1640,0.0500,0.0042,0.9213,0.0006,0.0025,0.0123,0.0027,0.0014,0.0048,0.0004
1641,0.9869,0.0065,0.0017,0.0002,0.0020,0.0005,0.0011,0.0007,0.0000,0.0003
1642,0.2727,0.3176,0.0052,0.3381,0.0187,0.0169,0.0201,0.0012,0.0031,0.0064
1643,0.9910,0.0049,0.0001,0.0005,0.0013,0.0002,0.0013,0.0004,0.0000,0.0002
1644,0.5644,0.1263,0.0027,0.2572,0.0103,0.0055,0.0220,0.0061,0.0002,0.0053
1645,0.1690,0.0437,0.0033,0.3737,0.1281,0.1803,0.0382,0.0066,0.0136,0.0434
1646,0.6108,0.0099,0.0128,0.0032,0.0350,0.0213,0.0148,0.2788,0.0006,0.0128
1647,0.4755,0.3580,0.0025,0.1495,0.0023,0.0023,0.0079,0.0005,0.0001,0.0013
1648,0.9912,0.0042,0.0001,0.0002,0.0023,0.0003,0.0010,0.0004,0.0000,0.0002
1649,0.6096,0.0379,0.0010,0.2717,0.0237,0.0072,0.0299,0.0040,0.0008,0.0141
1650,0.9484,0.0036,0.0006,0.0024,0.0105,0.0019,0.0042,0.0259,0.0001,0.0023
1651,0.4875,0.0068,0.0027,0.0262,0.0264,0.0422,0.0251,0.3545,0.0015,0.0272
1652,0.9872,0.0071,0.0002,0.0016,0.0014,0.0006,0.0012,0.0003,0.0001,0.0003
1653,0.4782,0.0132,0.0015,0.0513,0.1252,0.0416,0.1262,0.1004,0.0010,0.0615
1654,0.4880,0.4789,0.0069,0.0078,0.0044,0.0071,0.0047,0.0006,0.0006,0.0010
1655,0.9891,0.0070,0.0001,0.0004,0.0011,0.0002,0.0014,0.0003,0.0000,0.0003
1656,0.0213,0.9619,0.0040,0.0022,0.0016,0.0061,0.0016,0.0003,0.0004,0.0006
1657,0.9801,0.0126,0.0002,0.0007,0.0021,0.0005,0.0027,0.0005,0.0000,0.0005
1658,0.9924,0.0027,0.0001,0.0004,0.0022,0.0003,0.0011,0.0005,0.0000,0.0003
1659,0.1388,0.0670,0.0018,0.7202,0.0116,0.0266,0.0142,0.0015,0.0037,0.0146
1660,0.4262,0.1073,0.0043,0.4034,0.0164,0.0119,0.0215,0.0019,0.0009,0.0062
1661,0.9768,0.0191,0.0001,0.0023,0.0003,0.0001,0.0009,0.0001,0.0000,0.0003
1662,0.7794,0.1693,0.0063,0.0128,0.0113,0.0118,0.0063,0.0006,0.0007,0.0014
1663,0.5481,0.0073,0.0010,0.0322,0.0633,0.0345,0.0447,0.2334,0.0006,0.0349
1664,0.2667,0.0503,0.6380,0.0025,0.0082,0.0194,0.0048,0.0035,0.0052,0.0013
1665,0.7986,0.0628,0.0009,0.0373,0.0348,0.0062,0.0485,0.0048,0.0002,0.0059
1666,0.2817,0.0022,0.0045,0.0105,0.1196,0.0387,0.0389,0.4348,0.0044,0.0646
1667,0.9941,0.0022,0.0001,0.0001,0.0021,0.0002,0.0007,0.0003,0.0000,0.0002
1668,0.9759,0.0159,0.0002,0.0018,0.0019,0.0003,0.0031,0.0004,0.0000,0.0005
1669,0.7909,0.0622,0.0016,0.0229,0.0424,0.0151,0.0499,0.0088,0.0003,0.0059
1670,0.4878,0.0078,0.0009,0.1412,0.0230,0.0147,0.0399,0.2263,0.0008,0.0577
1671,0.9927,0.0018,0.0002,0.0002,0.0020,0.0004,0.0014,0.0009,0.0000,0.0003
1672,0.6758,0.0223,0.0010,0.1542,0.0245,0.0066,0.0773,0.0177,0.0002,0.0203
1673,0.8740,0.0089,0.0032,0.0025,0.0165,0.0034,0.0134,0.0719,0.0002,0.0060
1674,0.9748,0.0077,0.0003,0.0009,0.0070,0.0011,0.0056,0.0016,0.0001,0.0010
1675,0.9813,0.0055,0.0001,0.0011,0.0042,0.0005,0.0050,0.0013,0.0000,0.0009
1676,0.9837,0.0031,0.0001,0.0014,0.0065,0.0005,0.0027,0.0012,0.0000,0.0008
1677,0.8819,0.0247,0.0010,0.0449,0.0205,0.0044,0.0141,0.0030,0.0003,0.0052
1678,0.5821,0.0153,0.1849,0.0026,0.0353,0.1331,0.0085,0.0237,0.0101,0.0045
1679,0.1223,0.0682,0.0046,0.0645,0.0616,0.6394,0.0194,0.0021,0.0126,0.0054
1680,0.1714,0.0372,0.0025,0.4888,0.0819,0.0912,0.0455,0.0082,0.0105,0.0629
1681,0.9909,0.0037,0.0004,0.0003,0.0020,0.0004,0.0014,0.0007,0.0000,0.0003
1682,0.9838,0.0017,0.0006,0.0003,0.0058,0.0007,0.0023,0.0039,0.0001,0.0008
1683,0.9894,0.0020,0.0002,0.0003,0.0032,0.0005,0.0021,0.0017,0.0000,0.0005
1684,0.6996,0.0388,0.0075,0.0618,0.0602,0.0297,0.0460,0.0334,0.0017,0.0213
1685,0.3439,0.0513,0.0024,0.3786,0.0416,0.1107,0.0329,0.0053,0.0038,0.0296
1686,0.8190,0.0797,0.0403,0.0018,0.0303,0.0183,0.0052,0.0036,0.0007,0.0011
1687,0.2401,0.0050,0.0059,0.0226,0.1274,0.1704,0.0558,0.2989,0.0071,0.0668
1688,0.3193,0.2230,0.0081,0.2969,0.0286,0.0791,0.0341,0.0022,0.0031,0.0058
1689,0.9913,0.0054,0.0001,0.0002,0.0012,0.0002,0.0011,0.0002,0.0000,0.0002
1690,0.9951,0.0022,0.0001,0.0002,0.0010,0.0001,0.0007,0.0003,0.0000,0.0002
1691,0.7163,0.0268,0.0017,0.0795,0.0664,0.0121,0.0615,0.0139,0.0008,0.0209
1692,0.1983,0.2035,0.0027,0.5022,0.0192,0.0461,0.0162,0.0010,0.0029,0.0078
1693,0.6224,0.0542,0.0011,0.2686,0.0141,0.0055,0.0233,0.0028,0.0004,0.0076
1694,0.0545,0.0432,0.2215,0.0111,0.0361,0.1822,0.0206,0.0024,0.4220,0.0065
1695,0.9902,0.0028,0.0003,0.0003,0.0027,0.0004,0.0017,0.0012,0.0000,0.0004
1696,0.1826,0.1204,0.5231,0.0015,0.0114,0.1194,0.0088,0.0010,0.0306,0.0011
