Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1009,0.5619,0.0020,0.0067,0.0019,0.0490,0.0243,0.0408,0.2974,0.0020,0.0139
1010,0.4962,0.0636,0.1359,0.0059,0.0694,0.0853,0.0338,0.0985,0.0014,0.0101
1011,0.3557,0.0050,0.0022,0.4599,0.0356,0.0654,0.0264,0.0213,0.0183,0.0103
1012,0.0615,0.7103,0.0395,0.0110,0.0127,0.0021,0.1484,0.0000,0.0004,0.0141
1013,0.9341,0.0121,0.0007,0.0002,0.0090,0.0178,0.0090,0.0053,0.0021,0.0097
1014,0.2025,0.1577,0.0696,0.1710,0.0615,0.1337,0.0496,0.0696,0.0690,0.0158
1015,0.6858,0.0190,0.0024,0.0359,0.0466,0.0629,0.0265,0.0937,0.0130,0.0143
1016,0.6941,0.1122,0.0867,0.0067,0.0106,0.0074,0.0351,0.0386,0.0026,0.0059
1017,0.8098,0.1282,0.0020,0.0002,0.0071,0.0104,0.0109,0.0053,0.0037,0.0222
1018,0.8146,0.0327,0.0061,0.0082,0.0196,0.0608,0.0276,0.0196,0.0012,0.0096
1019,0.1348,0.4523,0.3460,0.0156,0.0265,0.0077,0.0141,0.0008,0.0011,0.0010
1020,0.7561,0.1017,0.0128,0.0001,0.0755,0.0042,0.0258,0.0124,0.0031,0.0084
1021,0.0266,0.2033,0.6866,0.0127,0.0090,0.0283,0.0176,0.0014,0.0027,0.0115
1022,0.6860,0.0910,0.0268,0.0097,0.0642,0.0132,0.0499,0.0189,0.0048,0.0354
1023,0.6549,0.0260,0.0245,0.0344,0.0921,0.0798,0.0247,0.0087,0.0050,0.0499
1024,0.2553,0.0099,0.0360,0.3062,0.0739,0.0277,0.0422,0.1696,0.0305,0.0488
1025,0.1515,0.0072,0.8182,0.0003,0.0017,0.0107,0.0032,0.0012,0.0000,0.0061
1026,0.5949,0.0033,0.0681,0.0522,0.0642,0.0375,0.0246,0.1335,0.0005,0.0211
1027,0.6569,0.0242,0.0159,0.1593,0.0191,0.0724,0.0148,0.0061,0.0025,0.0287
1028,0.6397,0.1771,0.0046,0.0114,0.0062,0.0075,0.0531,0.0835,0.0045,0.0125
1029,0.6821,0.0233,0.0453,0.0105,0.0635,0.0633,0.0469,0.0314,0.0174,0.0164
1030,0.1261,0.0024,0.8471,0.0001,0.0043,0.0007,0.0160,0.0004,0.0022,0.0007
1031,0.0180,0.9548,0.0010,0.0023,0.0060,0.0014,0.0055,0.0000,0.0047,0.0062
1032,0.7998,0.0325,0.0094,0.0078,0.0543,0.0268,0.0245,0.0075,0.0103,0.0272
1033,0.4819,0.0343,0.4099,0.0016,0.0212,0.0277,0.0202,0.0009,0.0015,0.0009
1034,0.5945,0.0439,0.2240,0.0040,0.0615,0.0170,0.0402,0.0058,0.0032,0.0060
1035,0.2372,0.0302,0.2916,0.0992,0.0200,0.2601,0.0477,0.0033,0.0041,0.0066
1036,0.2681,0.3649,0.2387,0.0232,0.0124,0.0459,0.0313,0.0015,0.0003,0.0138
1037,0.0225,0.6000,0.1380,0.0276,0.0848,0.0069,0.0230,0.0004,0.0796,0.0172
1038,0.8147,0.0574,0.0034,0.0049,0.0439,0.0374,0.0206,0.0097,0.0018,0.0062
1039,0.0540,0.0044,0.2248,0.0780,0.0159,0.5863,0.0193,0.0007,0.0089,0.0077
1040,0.2435,0.0239,0.0634,0.3432,0.0226,0.1612,0.0348,0.0717,0.0016,0.0342
1041,0.4448,0.2554,0.0124,0.0162,0.0848,0.1239,0.0331,0.0112,0.0115,0.0068
1042,0.7399,0.0821,0.0010,0.0051,0.0298,0.1133,0.0061,0.0007,0.0042,0.0179
1043,0.4629,0.0386,0.0035,0.1396,0.0084,0.1716,0.1043,0.0101,0.0033,0.0576
1044,0.0449,0.0005,0.0009,0.2066,0.1783,0.0235,0.0126,0.0476,0.4323,0.0529
1045,0.6549,0.0043,0.0638,0.0167,0.0680,0.0568,0.0298,0.0667,0.0180,0.0210
1046,0.4991,0.0155,0.0178,0.0197,0.0251,0.1421,0.0196,0.2557,0.0002,0.0051
1047,0.2000,0.0499,0.5925,0.0033,0.0502,0.0503,0.0171,0.0003,0.0339,0.0025
1048,0.3316,0.1301,0.0500,0.0189,0.0438,0.3154,0.0314,0.0613,0.0046,0.0130
1049,0.7282,0.0331,0.0397,0.0075,0.0245,0.0795,0.0219,0.0526,0.0044,0.0085
1050,0.6529,0.0743,0.0037,0.0036,0.0406,0.1035,0.0247,0.0450,0.0289,0.0229
1051,0.7043,0.1886,0.0164,0.0006,0.0297,0.0136,0.0307,0.0068,0.0046,0.0047
1052,0.5146,0.3159,0.0184,0.0191,0.0357,0.0117,0.0297,0.0215,0.0114,0.0220
1053,0.2604,0.0055,0.4895,0.0234,0.0540,0.0403,0.0770,0.0058,0.0174,0.0268
1054,0.5080,0.3083,0.0155,0.0015,0.0155,0.1109,0.0331,0.0053,0.0005,0.0014
1055,0.4523,0.0137,0.4118,0.0388,0.0219,0.0198,0.0099,0.0021,0.0260,0.0036
1056,0.6267,0.0167,0.0575,0.0211,0.0985,0.0627,0.0506,0.0277,0.0191,0.0194
1057,0.3204,0.2967,0.0217,0.0235,0.1622,0.0052,0.0666,0.0470,0.0267,0.0298
1058,0.2563,0.2042,0.0170,0.3296,0.0497,0.0373,0.0591,0.0082,0.0032,0.0354
1059,0.7917,0.0716,0.0210,0.0034,0.0580,0.0036,0.0317,0.0035,0.0028,0.0127
1060,0.2171,0.0503,0.0331,0.0376,0.2304,0.0757,0.0532,0.0403,0.2241,0.0381
1061,0.2653,0.1685,0.0423,0.1680,0.0308,0.0932,0.0681,0.0851,0.0349,0.0438
1062,0.8498,0.0520,0.0227,0.0001,0.0231,0.0086,0.0249,0.0062,0.0011,0.0114
1063,0.0756,0.5157,0.0026,0.3638,0.0015,0.0082,0.0219,0.0072,0.0002,0.0035
1064,0.2879,0.5503,0.0609,0.0392,0.0082,0.0280,0.0088,0.0025,0.0015,0.0126
1065,0.6968,0.1377,0.0147,0.0049,0.0512,0.0199,0.0285,0.0213,0.0022,0.0227
1066,0.7991,0.0283,0.0168,0.0059,0.0242,0.0646,0.0305,0.0033,0.0168,0.0105
1067,0.3553,0.0178,0.0788,0.0159,0.0870,0.1101,0.0258,0.0092,0.2641,0.0359
1068,0.7139,0.0141,0.0098,0.0057,0.0464,0.0587,0.0322,0.0736,0.0084,0.0371
1069,0.0133,0.0069,0.8232,0.0040,0.0141,0.1201,0.0073,0.0010,0.0075,0.0026
1070,0.0396,0.0689,0.0187,0.5131,0.0113,0.2694,0.0633,0.0032,0.0009,0.0116
1071,0.5496,0.0796,0.0124,0.0281,0.0749,0.1076,0.0485,0.0799,0.0034,0.0161
1072,0.3367,0.2143,0.1021,0.0371,0.1308,0.0356,0.0461,0.0094,0.0470,0.0409
1073,0.6849,0.0151,0.0711,0.0006,0.0549,0.0453,0.0502,0.0510,0.0145,0.0126
1074,0.4498,0.1184,0.0217,0.1898,0.0894,0.0399,0.0465,0.0133,0.0034,0.0278
1075,0.4364,0.0168,0.0617,0.0435,0.1988,0.1020,0.0424,0.0191,0.0455,0.0338
1076,0.1514,0.6050,0.0020,0.0675,0.0593,0.0234,0.0385,0.0198,0.0134,0.0196
1077,0.5577,0.0621,0.0173,0.1428,0.0435,0.0440,0.0307,0.0743,0.0141,0.0136
1078,0.1109,0.0590,0.0875,0.2739,0.2845,0.1094,0.0342,0.0115,0.0018,0.0272
1079,0.2979,0.0441,0.0040,0.3054,0.1152,0.0480,0.0547,0.0874,0.0111,0.0321
1080,0.8195,0.0412,0.0024,0.0002,0.0287,0.0496,0.0348,0.0013,0.0013,0.0209
1081,0.2443,0.6209,0.0067,0.0026,0.0123,0.0059,0.0640,0.0117,0.0067,0.0249
1082,0.8331,0.0362,0.0150,0.0034,0.0405,0.0306,0.0174,0.0138,0.0069,0.0032
1083,0.0041,0.9819,0.0003,0.0010,0.0000,0.0017,0.0065,0.0000,0.0040,0.0004
1084,0.6776,0.1205,0.0845,0.0002,0.0748,0.0124,0.0152,0.0021,0.0058,0.0069
1085,0.7150,0.0674,0.0024,0.0154,0.0353,0.0840,0.0395,0.0087,0.0030,0.0293
1086,0.8118,0.0884,0.0007,0.0283,0.0220,0.0209,0.0196,0.0010,0.0002,0.0069
1087,0.0232,0.8494,0.0000,0.0887,0.0106,0.0008,0.0187,0.0000,0.0014,0.0072
1088,0.2520,0.1227,0.0376,0.1665,0.1530,0.0165,0.0734,0.0213,0.0014,0.1557
1089,0.0875,0.0405,0.5878,0.0079,0.0639,0.0895,0.0378,0.0248,0.0089,0.0512
1090,0.6906,0.0219,0.0066,0.0344,0.0503,0.0968,0.0465,0.0242,0.0069,0.0216
1091,0.4576,0.0391,0.0172,0.0864,0.0576,0.1532,0.0337,0.1310,0.0030,0.0213
1092,0.5292,0.0836,0.0278,0.0354,0.1027,0.0550,0.0537,0.0765,0.0086,0.0276
1093,0.5124,0.2717,0.0491,0.0072,0.0178,0.1001,0.0096,0.0000,0.0280,0.0041
1094,0.0598,0.3100,0.0204,0.2902,0.0538,0.1274,0.0684,0.0160,0.0153,0.0388
1095,0.7558,0.0294,0.1009,0.0016,0.0346,0.0044,0.0170,0.0016,0.0048,0.0499
1096,0.2038,0.6663,0.0411,0.0041,0.0118,0.0024,0.0346,0.0090,0.0021,0.0248
1097,0.8006,0.0179,0.0137,0.0076,0.0312,0.0264,0.0127,0.0717,0.0037,0.0145
1098,0.7969,0.1272,0.0090,0.0011,0.0078,0.0130,0.0224,0.0040,0.0094,0.0092
1099,0.6246,0.0063,0.0059,0.0280,0.1442,0.0455,0.0322,0.0867,0.0099,0.0168
1100,0.4353,0.2742,0.0560,0.0221,0.1252,0.0118,0.0244,0.0287,0.0034,0.0187
1101,0.4418,0.0155,0.0177,0.0968,0.0569,0.0608,0.0775,0.1389,0.0553,0.0389
1102,0.5640,0.2140,0.0233,0.0043,0.0650,0.0472,0.0463,0.0234,0.0028,0.0098
1103,0.7431,0.0589,0.0167,0.0127,0.0426,0.0554,0.0367,0.0176,0.0060,0.0103
1104,0.0835,0.8419,0.0055,0.0304,0.0039,0.0157,0.0119,0.0024,0.0003,0.0045
1105,0.1254,0.1618,0.0206,0.4542,0.1392,0.0232,0.0515,0.0029,0.0042,0.0169
1106,0.1394,0.2038,0.0089,0.3413,0.0312,0.0324,0.0446,0.0355,0.1190,0.0440
1107,0.7204,0.1025,0.0003,0.0078,0.1198,0.0293,0.0089,0.0029,0.0009,0.0071
1108,0.2024,0.5029,0.0672,0.1387,0.0086,0.0267,0.0369,0.0038,0.0041,0.0088
1109,0.7677,0.0221,0.0099,0.0010,0.0540,0.0760,0.0302,0.0215,0.0041,0.0134
1110,0.3489,0.0534,0.0582,0.1940,0.0686,0.1209,0.0410,0.0504,0.0002,0.0645
1111,0.6335,0.1474,0.0006,0.0044,0.0504,0.0869,0.0323,0.0320,0.0007,0.0118
1112,0.1319,0.0939,0.3155,0.0576,0.0186,0.3457,0.0216,0.0004,0.0132,0.0017
1113,0.4562,0.0122,0.0388,0.2236,0.0583,0.0700,0.0401,0.0505,0.0327,0.0176
1114,0.6346,0.0080,0.0117,0.0055,0.0278,0.0195,0.0390,0.1701,0.0694,0.0143
1115,0.3147,0.0095,0.0274,0.0604,0.1517,0.2953,0.0828,0.0143,0.0191,0.0249
1116,0.1921,0.1747,0.4991,0.0026,0.0259,0.0455,0.0264,0.0117,0.0096,0.0125
1117,0.0227,0.0128,0.0853,0.0830,0.0679,0.0228,0.0182,0.0187,0.6116,0.0570
1118,0.7778,0.1192,0.0002,0.0011,0.0186,0.0118,0.0171,0.0389,0.0015,0.0137
1119,0.3693,0.1038,0.0075,0.2931,0.0559,0.0890,0.0310,0.0180,0.0053,0.0271
1120,0.7510,0.2435,0.0000,0.0003,0.0000,0.0002,0.0028,0.0000,0.0000,0.0023
1121,0.7702,0.0031,0.0542,0.0033,0.0337,0.0092,0.0446,0.0549,0.0011,0.0257
1122,0.2100,0.6749,0.0016,0.0629,0.0215,0.0069,0.0180,0.0014,0.0006,0.0022
1123,0.1391,0.0177,0.0036,0.6135,0.0408,0.0874,0.0383,0.0351,0.0112,0.0134
1124,0.3386,0.0188,0.0074,0.1363,0.1689,0.1739,0.0453,0.0460,0.0170,0.0476
1125,0.5725,0.2940,0.0029,0.0149,0.0199,0.0481,0.0131,0.0231,0.0078,0.0037
1126,0.7282,0.1069,0.0051,0.0153,0.0722,0.0179,0.0258,0.0035,0.0002,0.0250
1127,0.2646,0.5572,0.0052,0.0477,0.0190,0.0104,0.0420,0.0356,0.0024,0.0159
1128,0.2793,0.0025,0.0026,0.2291,0.2074,0.0424,0.0157,0.0161,0.1637,0.0412
1129,0.6818,0.0222,0.0270,0.0491,0.0131,0.0426,0.0659,0.0574,0.0058,0.0350
1130,0.3423,0.1495,0.0187,0.2884,0.0321,0.0761,0.0357,0.0366,0.0034,0.0171
1131,0.3747,0.0459,0.4657,0.0027,0.0133,0.0622,0.0148,0.0064,0.0011,0.0132
1132,0.4649,0.0375,0.0082,0.1767,0.0866,0.0447,0.0470,0.0682,0.0144,0.0520
1133,0.7132,0.0654,0.0234,0.0124,0.0601,0.0282,0.0460,0.0217,0.0094,0.0204
1134,0.7408,0.0196,0.0101,0.0091,0.0529,0.0365,0.0421,0.0647,0.0092,0.0149
1135,0.7203,0.0032,0.0009,0.0035,0.0315,0.0762,0.0205,0.1309,0.0013,0.0116
1136,0.1715,0.1826,0.0567,0.1870,0.0611,0.2121,0.0317,0.0123,0.0588,0.0262
1137,0.7371,0.0089,0.0238,0.0178,0.0503,0.0269,0.0270,0.0427,0.0471,0.0185
1138,0.4460,0.0908,0.1886,0.0059,0.0122,0.1633,0.0814,0.0014,0.0035,0.0068
1139,0.8816,0.0129,0.0071,0.0023,0.0304,0.0169,0.0189,0.0069,0.0030,0.0201
1140,0.7843,0.0182,0.0236,0.0043,0.0432,0.0271,0.0527,0.0274,0.0042,0.0149
1141,0.1689,0.1925,0.0013,0.5002,0.0136,0.0513,0.0320,0.0094,0.0124,0.0184
1142,0.6978,0.2257,0.0108,0.0031,0.0129,0.0060,0.0213,0.0024,0.0051,0.0148
1143,0.2108,0.6300,0.0061,0.0652,0.0118,0.0341,0.0147,0.0002,0.0190,0.0080
1144,0.3949,0.2707,0.0153,0.0022,0.0300,0.1404,0.0487,0.0850,0.0015,0.0112
1145,0.0805,0.8104,0.0052,0.0551,0.0152,0.0037,0.0241,0.0003,0.0033,0.0024
1146,0.5242,0.2381,0.0098,0.0313,0.0261,0.0931,0.0367,0.0254,0.0019,0.0134
1147,0.1087,0.1225,0.2645,0.0751,0.1430,0.0891,0.1098,0.0158,0.0272,0.0444
1148,0.0746,0.6768,0.0005,0.2221,0.0022,0.0088,0.0101,0.0003,0.0006,0.0039
1149,0.5432,0.0351,0.0028,0.0062,0.2658,0.0216,0.0601,0.0034,0.0418,0.0200
1150,0.4095,0.5376,0.0070,0.0048,0.0134,0.0092,0.0099,0.0003,0.0004,0.0079
1151,0.7211,0.0287,0.0001,0.0403,0.0485,0.0751,0.0304,0.0064,0.0229,0.0265
1152,0.7171,0.0423,0.0055,0.0182,0.0578,0.0755,0.0268,0.0107,0.0224,0.0237
1153,0.3915,0.3622,0.0004,0.1319,0.0263,0.0065,0.0173,0.0500,0.0054,0.0084
1154,0.2109,0.7569,0.0108,0.0001,0.0137,0.0014,0.0039,0.0000,0.0000,0.0023
1155,0.4760,0.2458,0.0701,0.0008,0.0688,0.0531,0.0287,0.0374,0.0018,0.0174
1156,0.7644,0.0429,0.0357,0.0017,0.0070,0.1178,0.0035,0.0160,0.0010,0.0101
1157,0.4908,0.1403,0.0390,0.0035,0.0262,0.0818,0.0429,0.1387,0.0170,0.0198
1158,0.7335,0.1177,0.0018,0.0235,0.0204,0.0535,0.0350,0.0057,0.0011,0.0077
1159,0.7766,0.0530,0.0142,0.0042,0.0266,0.0482,0.0414,0.0103,0.0061,0.0193
1160,0.3839,0.4961,0.0024,0.0102,0.0116,0.0172,0.0338,0.0252,0.0039,0.0157
1161,0.1467,0.3255,0.4539,0.0006,0.0257,0.0085,0.0203,0.0134,0.0003,0.0051
1162,0.5329,0.0818,0.0031,0.0170,0.1404,0.0717,0.0659,0.0366,0.0285,0.0221
1163,0.7750,0.0021,0.0913,0.0033,0.0117,0.0532,0.0182,0.0302,0.0005,0.0145
1164,0.4015,0.0403,0.0030,0.3962,0.0078,0.0337,0.0597,0.0384,0.0070,0.0123
1165,0.0011,0.9905,0.0003,0.0005,0.0002,0.0030,0.0022,0.0000,0.0017,0.0005
1166,0.5566,0.0317,0.0114,0.1574,0.0306,0.1599,0.0289,0.0112,0.0020,0.0102
1167,0.4533,0.0221,0.0097,0.2329,0.0478,0.0303,0.0090,0.0463,0.1396,0.0091
1168,0.2758,0.0365,0.1024,0.0536,0.1474,0.1168,0.1018,0.0526,0.0889,0.0241
1169,0.6145,0.1387,0.0400,0.0969,0.0138,0.0474,0.0085,0.0029,0.0279,0.0094
1170,0.7142,0.0076,0.0072,0.0154,0.0801,0.0833,0.0496,0.0087,0.0213,0.0127
1171,0.4318,0.4743,0.0212,0.0037,0.0116,0.0188,0.0150,0.0010,0.0155,0.0072
1172,0.1754,0.0578,0.2312,0.1420,0.0817,0.1651,0.0710,0.0263,0.0274,0.0221
1173,0.3347,0.0012,0.0130,0.1458,0.1210,0.0077,0.0327,0.1901,0.1336,0.0203
1174,0.1209,0.8511,0.0051,0.0017,0.0074,0.0056,0.0071,0.0001,0.0001,0.0010
1175,0.4049,0.1057,0.2038,0.0490,0.0452,0.0712,0.0438,0.0142,0.0189,0.0433
1176,0.4048,0.0091,0.0039,0.0723,0.1555,0.2809,0.0364,0.0116,0.0055,0.0200
1177,0.0739,0.8397,0.0037,0.0042,0.0086,0.0319,0.0211,0.0001,0.0051,0.0117
1178,0.7417,0.0489,0.0828,0.0051,0.0140,0.0545,0.0230,0.0134,0.0093,0.0073
1179,0.2132,0.6220,0.0010,0.0190,0.0322,0.0518,0.0389,0.0032,0.0022,0.0166
1180,0.6781,0.0167,0.0125,0.0273,0.0662,0.1371,0.0230,0.0170,0.0076,0.0145
1181,0.1769,0.5170,0.0750,0.0519,0.0385,0.0385,0.0614,0.0116,0.0204,0.0088
1182,0.6030,0.0125,0.0035,0.0464,0.0861,0.0830,0.0237,0.0888,0.0303,0.0227
1183,0.1359,0.3180,0.0169,0.3040,0.0579,0.0269,0.0666,0.0503,0.0054,0.0184
1184,0.2996,0.0103,0.1525,0.0661,0.2575,0.0050,0.0390,0.0251,0.0329,0.1121
1185,0.2473,0.6414,0.0006,0.0537,0.0071,0.0252,0.0182,0.0006,0.0036,0.0023
1186,0.6392,0.0073,0.1052,0.0010,0.0095,0.0491,0.0293,0.1328,0.0084,0.0183
1187,0.5962,0.0395,0.0031,0.0940,0.0347,0.0689,0.0542,0.0818,0.0061,0.0215
1188,0.4984,0.0951,0.0115,0.0322,0.0688,0.0345,0.0523,0.1652,0.0176,0.0245
1189,0.7383,0.0160,0.0208,0.0149,0.0490,0.0815,0.0363,0.0264,0.0030,0.0138
1190,0.7600,0.1364,0.0046,0.0019,0.0443,0.0082,0.0247,0.0039,0.0007,0.0153
1191,0.2398,0.1082,0.1055,0.0142,0.0385,0.4546,0.0253,0.0012,0.0050,0.0078
1192,0.6549,0.0599,0.0196,0.0005,0.1396,0.0336,0.0313,0.0262,0.0094,0.0249
1193,0.8569,0.0010,0.0509,0.0014,0.0268,0.0082,0.0195,0.0007,0.0047,0.0298
1194,0.8106,0.0551,0.0194,0.0019,0.0205,0.0455,0.0216,0.0164,0.0061,0.0029
1195,0.6878,0.0278,0.0248,0.0153,0.0588,0.0730,0.0375,0.0339,0.0188,0.0224
1196,0.1734,0.0233,0.7023,0.0016,0.0335,0.0102,0.0181,0.0165,0.0066,0.0145
1197,0.6638,0.0052,0.0019,0.0241,0.1439,0.0706,0.0288,0.0459,0.0021,0.0137
1198,0.1048,0.0092,0.7510,0.0032,0.0379,0.0352,0.0178,0.0069,0.0142,0.0198
1199,0.5263,0.2974,0.0108,0.0700,0.0443,0.0049,0.0267,0.0043,0.0061,0.0093
1200,0.0097,0.8018,0.0003,0.0168,0.0003,0.0929,0.0071,0.0014,0.0671,0.0027
1201,0.7710,0.1379,0.0121,0.0005,0.0163,0.0015,0.0351,0.0104,0.0063,0.0089
1202,0.0425,0.0014,0.9054,0.0038,0.0073,0.0040,0.0225,0.0006,0.0118,0.0007
1203,0.4671,0.0540,0.0565,0.0359,0.2439,0.0209,0.0514,0.0252,0.0147,0.0305
1204,0.2288,0.7410,0.0007,0.0037,0.0010,0.0016,0.0053,0.0001,0.0003,0.0176
1205,0.0545,0.0532,0.1259,0.0165,0.2649,0.0500,0.0827,0.1741,0.1644,0.0138
1206,0.2549,0.0034,0.0026,0.0304,0.0281,0.1015,0.0380,0.2791,0.1221,0.1398
1207,0.0605,0.4012,0.5166,0.0011,0.0031,0.0103,0.0043,0.0000,0.0017,0.0012
1208,0.0670,0.6753,0.0105,0.2020,0.0068,0.0167,0.0099,0.0004,0.0005,0.0109
1209,0.3815,0.0218,0.0002,0.1749,0.0942,0.0876,0.0497,0.1236,0.0085,0.0580
1210,0.0629,0.0689,0.5548,0.0137,0.0392,0.0619,0.0410,0.0117,0.1263,0.0197
1211,0.3838,0.4427,0.0090,0.0146,0.0375,0.0448,0.0404,0.0080,0.0054,0.0140
1212,0.7793,0.0584,0.0045,0.0034,0.0327,0.0145,0.0494,0.0327,0.0076,0.0174
1213,0.7131,0.0235,0.0082,0.0028,0.0952,0.1112,0.0269,0.0080,0.0059,0.0050
1214,0.7056,0.1682,0.0012,0.0464,0.0001,0.0012,0.0190,0.0003,0.0001,0.0580
1215,0.5409,0.0071,0.0237,0.1345,0.0534,0.1416,0.0559,0.0058,0.0114,0.0258
1216,0.3910,0.1190,0.0128,0.0040,0.1578,0.2064,0.0365,0.0070,0.0612,0.0043
1217,0.1047,0.0867,0.2399,0.0022,0.0263,0.4881,0.0333,0.0005,0.0161,0.0021
1218,0.4314,0.0483,0.3829,0.0015,0.0837,0.0134,0.0211,0.0075,0.0027,0.0075
1219,0.7273,0.0898,0.0037,0.0607,0.0167,0.0291,0.0299,0.0075,0.0038,0.0316
1220,0.6750,0.0803,0.0082,0.0009,0.0644,0.0177,0.0425,0.0346,0.0437,0.0327
1221,0.0001,0.9677,0.0074,0.0001,0.0001,0.0003,0.0012,0.0000,0.0193,0.0037
1222,0.4154,0.0186,0.0130,0.1804,0.0669,0.1975,0.0300,0.0581,0.0097,0.0104
1223,0.7035,0.0024,0.0000,0.0110,0.0263,0.1260,0.0297,0.0837,0.0004,0.0169
1224,0.3404,0.0553,0.0015,0.1992,0.0793,0.2377,0.0324,0.0212,0.0261,0.0069
1225,0.7764,0.0602,0.0006,0.0339,0.0469,0.0296,0.0317,0.0060,0.0068,0.0079
1226,0.5227,0.2207,0.0233,0.0043,0.0383,0.0327,0.0378,0.0618,0.0519,0.0066
1227,0.6709,0.0559,0.0463,0.0009,0.1264,0.0148,0.0301,0.0237,0.0057,0.0252
1228,0.8769,0.0205,0.0015,0.0172,0.0196,0.0194,0.0211,0.0070,0.0034,0.0134
1229,0.4310,0.0700,0.0456,0.1007,0.1478,0.1334,0.0260,0.0076,0.0224,0.0155
1230,0.6018,0.1787,0.0606,0.0203,0.0598,0.0286,0.0243,0.0022,0.0057,0.0179
1231,0.8468,0.0272,0.0060,0.0045,0.0167,0.0428,0.0291,0.0031,0.0081,0.0157
1232,0.0523,0.8562,0.0441,0.0177,0.0037,0.0114,0.0105,0.0010,0.0003,0.0029
1233,0.0020,0.9076,0.0865,0.0000,0.0004,0.0010,0.0021,0.0000,0.0000,0.0004
1234,0.8594,0.0021,0.0026,0.0201,0.0275,0.0671,0.0079,0.0058,0.0007,0.0069
1235,0.5261,0.0131,0.0039,0.0119,0.0237,0.0125,0.0274,0.3494,0.0128,0.0191
1236,0.4589,0.0148,0.0136,0.0065,0.1192,0.0192,0.0335,0.3043,0.0052,0.0247
1237,0.5008,0.0053,0.0076,0.0084,0.0352,0.1496,0.0295,0.1024,0.1326,0.0285
1238,0.4813,0.1613,0.1341,0.0213,0.0289,0.0797,0.0335,0.0261,0.0016,0.0322
1239,0.6889,0.0274,0.0108,0.1434,0.0234,0.0396,0.0268,0.0211,0.0025,0.0161
1240,0.0001,0.8474,0.1411,0.0000,0.0018,0.0035,0.0023,0.0000,0.0031,0.0007
1241,0.8010,0.0179,0.0097,0.0211,0.0313,0.0526,0.0291,0.0117,0.0062,0.0194
1242,0.1954,0.0407,0.6031,0.0089,0.0307,0.0422,0.0302,0.0235,0.0076,0.0177
1243,0.5636,0.0369,0.0255,0.0986,0.0246,0.0594,0.0326,0.0935,0.0282,0.0372
1244,0.6869,0.0258,0.0187,0.0114,0.0679,0.0671,0.0359,0.0125,0.0371,0.0366
1245,0.3913,0.2203,0.0043,0.1598,0.0379,0.0817,0.0448,0.0443,0.0026,0.0131
1246,0.6225,0.0093,0.0305,0.0284,0.0543,0.0760,0.0293,0.1257,0.0061,0.0178
1247,0.1718,0.4031,0.0044,0.2307,0.0685,0.0478,0.0322,0.0108,0.0116,0.0191
1248,0.1731,0.1094,0.0223,0.4241,0.0741,0.0486,0.0464,0.0477,0.0229,0.0313
1249,0.8453,0.0338,0.0123,0.0226,0.0172,0.0308,0.0245,0.0015,0.0022,0.0098
1250,0.5482,0.0657,0.0007,0.2284,0.0384,0.0243,0.0461,0.0311,0.0013,0.0157
1251,0.8261,0.0741,0.0151,0.0014,0.0218,0.0326,0.0120,0.0065,0.0007,0.0097
1252,0.4159,0.3486,0.0151,0.0041,0.0988,0.0224,0.0352,0.0020,0.0328,0.0251
1253,0.7569,0.0972,0.0051,0.0166,0.0546,0.0159,0.0319,0.0062,0.0036,0.0120
1254,0.2361,0.1681,0.1014,0.0712,0.1310,0.1416,0.0590,0.0029,0.0488,0.0399
1255,0.5563,0.1141,0.0068,0.0071,0.0991,0.1082,0.0366,0.0181,0.0158,0.0379
1256,0.4386,0.0421,0.2495,0.0035,0.0888,0.0939,0.0308,0.0039,0.0329,0.0161
1257,0.7854,0.0110,0.0334,0.0159,0.0200,0.0104,0.0515,0.0363,0.0126,0.0235
1258,0.3221,0.4942,0.0111,0.0641,0.0382,0.0101,0.0267,0.0003,0.0138,0.0193
1259,0.2829,0.0004,0.0477,0.0355,0.2414,0.0127,0.0477,0.3061,0.0086,0.0170
1260,0.7684,0.0204,0.0286,0.0082,0.0322,0.0486,0.0256,0.0464,0.0035,0.0182
1261,0.4425,0.0636,0.0001,0.0710,0.0149,0.0852,0.0682,0.2044,0.0011,0.0489
1262,0.7818,0.1228,0.0038,0.0002,0.0412,0.0039,0.0298,0.0021,0.0048,0.0096
1263,0.8658,0.0379,0.0011,0.0036,0.0377,0.0127,0.0101,0.0225,0.0012,0.0075
1264,0.5056,0.0615,0.0219,0.0324,0.0063,0.0213,0.0493,0.2774,0.0093,0.0149
1265,0.1689,0.3195,0.1705,0.0875,0.0612,0.1165,0.0343,0.0044,0.0198,0.0174
1266,0.6640,0.0888,0.0235,0.0139,0.0623,0.0638,0.0424,0.0132,0.0053,0.0227
1267,0.5106,0.0660,0.0227,0.0016,0.0631,0.1480,0.0586,0.0855,0.0180,0.0259
1268,0.6630,0.1043,0.0035,0.0774,0.0123,0.0420,0.0388,0.0421,0.0029,0.0136
1269,0.6282,0.1068,0.0049,0.0226,0.0779,0.0285,0.0412,0.0255,0.0473,0.0171
1270,0.5353,0.0425,0.0779,0.0157,0.1784,0.0464,0.0336,0.0248,0.0137,0.0317
1271,0.1143,0.2711,0.0669,0.3925,0.0590,0.0304,0.0307,0.0125,0.0033,0.0193
